,#name_w_spin,metal,Ox,spin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,SSE
265,fe_3_fluoride_fluoride_ammonia_ammonia_ammonia_ammonia,fe,3,4,-0.4576,-0.45475,-0.44361,-0.40768,-0.39009,1.32466,-0.49501,-0.5135,-1.05439,-1.05281,-1.05512,-1.06116,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,6.437800793
306,mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_hydrogensulfide_hydrogensulfide,mn,2,4,-0.55041,-0.53986,-0.53858,-0.53362,-0.48297,1.06978,-0.50662,-0.50342,-0.50298,-0.50556,-0.23412,-0.2446,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-2.297081931
485,mn_3_phosphine_phosphine_water_water_water_water,mn,3,3,-0.82467,-0.82025,-0.79511,-0.78039,-0.77623,1.10966,-0.91208,-0.91061,-0.93671,-0.93924,0.17852,0.55406,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-32.02121406
172,fe_2_misc_misc_misc_misc_carbonyl_carbonyl,fe,2,3,-0.57867,-0.57803,-0.55053,-0.542,-0.4821,0.49843,0.25584,0.25578,0.25504,0.25503,0.56805,0.56799,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,41.08684476
461,mn_3_misc_misc_misc_misc_carbonyl_carbonyl,mn,3,3,-0.73137,-0.72786,-0.72784,-0.70069,-0.55769,0.39314,0.33321,0.3332,0.33319,0.33317,0.54319,0.54308,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-27.73974471
400,mn_3_acetonitrile_acetonitrile_water_water_water_water,mn,3,3,-0.80305,-0.79302,-0.77095,-0.73445,-0.62424,1.27887,-0.50829,-0.51801,-0.82857,-0.85078,-0.90611,-0.90618,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-29.66153801
237,fe_3_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,fe,3,4,-0.93936,-0.92653,-0.92651,-0.81691,-0.77472,1.17762,-1.05649,-1.05539,-1.05241,-1.05276,0.51729,0.51677,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,11.20625556
260,fe_3_cyanide_cyanide_cyanide_cyanide_fluoride_fluoride,fe,3,4,0.13554,0.13556,0.19139,0.19415,0.44729,1.06133,-0.58361,-0.58362,-0.03185,-0.03185,-0.03201,-0.03202,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,2.693611775
4,co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,co,3,3,-0.70947,-0.70915,-0.70626,-0.70376,-0.3755,1.19415,-0.48412,-0.48449,-0.8355,-0.49095,-0.49196,-0.46931,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,19.16542297
401,mn_3_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,mn,3,3,-0.79473,-0.79472,-0.72358,-0.68963,-0.58737,1.17368,-0.99524,-0.99529,-0.99501,-0.99495,-0.58296,-0.58309,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-47.20227484
293,fe_3_water_water_water_water_water_carbonyl,fe,3,4,-0.93528,-0.87166,-0.86645,-0.86502,-0.84825,1.42796,-0.88024,-0.87934,-0.88093,-0.89255,-0.89267,0.50404,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-2.605829401
144,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,fe,2,3,-0.75751,-0.75726,-0.70241,-0.66951,-0.64953,0.50368,0.52733,0.52731,0.52727,0.52726,0.53308,0.53308,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,39.02632155
54,cr_2_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,cr,2,3,-0.27721,-0.26943,-0.26942,-0.22865,-0.09068,-0.1138,0.00119,0.0012,0.62185,0.62185,0.62181,0.62181,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-24.04240559
163,fe_2_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,fe,2,3,-0.01894,-0.01783,-0.00802,0.01877,0.07808,0.42439,-0.06337,-0.06337,-0.06338,-0.06338,0.58861,0.58862,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,53.32034674
199,fe_2_water_water_water_water_ammonia_ammonia,fe,2,3,-0.60646,-0.60571,-0.56582,-0.55768,-0.53485,1.20513,-1.09349,-1.09344,-0.91816,-0.91816,-0.91826,-0.91831,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-4.466842084
217,fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine,fe,3,4,-0.70218,-0.70174,-0.70029,-0.69597,-0.63625,1.16448,-0.5118,-0.51323,-0.51125,-0.51288,-0.50494,0.12987,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,8.897884722
304,mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,mn,2,4,-0.51483,-0.51469,-0.51394,-0.47024,-0.44475,1.17136,-1.07365,-1.07348,-0.49465,-0.49329,-0.49457,-0.49318,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,2.841026425
375,mn_2_water_water_water_water_hydrogensulfide_hydrogensulfide,mn,2,4,-0.61229,-0.59436,-0.5918,-0.5894,-0.55075,1.19737,-0.93199,-0.93194,-0.93647,-0.93653,-0.29204,-0.2924,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-9.186225567
373,mn_2_water_water_water_water_carbonyl_carbonyl,mn,2,4,-0.63593,-0.61388,-0.60941,-0.58697,-0.57236,1.18915,-0.93483,-0.9348,-0.93782,-0.93782,0.47354,0.47349,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-0.801261244
106,cr_2_water_water_water_water_misc_misc,cr,2,3,-0.51619,-0.5045,-0.50038,-0.45895,-0.33375,0.7694,-0.85533,-0.85518,0.28141,0.28133,-0.91167,-0.9117,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-23.89486544
312,mn_2_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,mn,2,4,-0.53115,-0.53001,-0.52994,-0.47701,-0.45608,1.18195,-0.51617,-0.51606,-1.08014,-1.0801,-1.0801,-1.08007,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,0.907015504
269,fe_3_misc_misc_misc_misc_cyanide_cyanide,fe,3,4,-0.43601,-0.40766,-0.39925,-0.39924,-0.33826,0.5544,-0.07288,-0.07291,0.3538,0.35378,0.35369,0.35371,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,32.63247783
24,cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,cr,2,3,-0.47555,-0.45266,-0.45253,-0.39513,-0.28689,0.82366,-0.4274,-0.42815,-0.42673,-0.42621,-1.04419,-0.44471,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-31.86946332
43,cr_2_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile_acetonitrile,cr,2,3,-0.56758,-0.56757,-0.56013,-0.51338,-0.39492,0.46556,-0.47304,-0.47304,0.55982,0.55982,0.55978,0.55978,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-30.58498173
263,fe_3_cyanide_cyanide_cyanide_cyanide_water_water,fe,3,4,-0.1898,-0.18584,-0.17991,-0.10121,0.13825,0.86474,-0.05471,-0.09006,-0.08984,-0.84428,-0.84428,-0.14339,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-7.540379789
317,mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,mn,2,4,-0.4075,-0.40736,-0.40176,-0.34049,-0.30979,1.06199,-0.27036,-1.0625,-1.07293,-1.0745,-1.07335,-1.07208,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-2.204944638
394,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_fluoride_fluoride,mn,3,3,-0.42626,-0.37487,-0.37483,-0.37041,-0.2066,1.17732,-0.427,-0.42724,-0.41742,-0.41731,-0.41734,-0.41744,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-35.91660789
319,mn_2_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,mn,2,4,-0.60706,-0.607,-0.59963,-0.56091,-0.51472,1.10112,-1.09974,-1.09972,-1.09968,-1.09969,0.47148,0.47151,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,16.54611465
82,cr_2_misc_misc_misc_misc_misc_acetonitrile,cr,2,3,-0.47352,-0.45109,-0.45108,-0.39343,-0.26998,0.15428,0.38411,0.38438,0.38421,0.38445,-0.43023,0.28548,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-26.32851865
166,fe_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_phosphine,fe,2,3,-0.63656,-0.62092,-0.59155,-0.52636,-0.51923,0.63676,-0.22772,-0.22962,-0.2231,-0.03946,-0.21775,-0.24655,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,6.003852527
212,fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,fe,3,4,-0.71703,-0.71703,-0.71256,-0.70889,-0.38407,1.20944,-0.50894,-0.51385,-0.51378,-0.51381,-0.51373,0.55567,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,13.46189045
362,mn_2_misc_misc_misc_misc_misc_cyanide,mn,2,4,-0.38716,-0.38712,-0.38334,-0.3201,-0.28149,0.63952,-0.15884,0.28797,0.28768,0.29775,0.28898,0.28954,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,26.72708162
124,fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,fe,2,3,-0.55973,-0.55431,-0.51697,-0.51344,-0.49777,1.13895,-0.89031,-0.89016,-0.48927,-0.48938,-0.49696,-0.49698,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,1.453200208
408,mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_hydrogensulfide,mn,3,3,-0.85333,-0.84404,-0.83861,-0.73771,-0.62876,1.15857,-1.0116,-1.0154,-1.01883,-1.01698,-1.08251,0.46111,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-40.95784753
101,cr_2_water_water_water_water_acetonitrile_acetonitrile,cr,2,3,-0.51522,-0.5003,-0.49989,-0.4592,-0.33255,1.00373,-0.86142,-0.86008,-0.49074,-0.4903,-0.91473,-0.9149,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-24.97105764
432,mn_3_carbonyl_carbonyl_water_water_water_water,mn,3,3,-0.93391,-0.90899,-0.86964,-0.82244,-0.72749,1.13038,-0.82886,-0.84687,-0.84595,-0.91382,0.60851,0.47767,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-26.2898201
76,cr_2_hydrogensulfide_hydrogensulfide_water_water_water_water,cr,2,3,-0.55741,-0.53592,-0.53165,-0.48779,-0.38265,0.94572,-0.88211,-0.88132,-0.89943,-0.91956,-0.20913,0.53097,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-28.27617163
132,fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_fluoride,fe,2,3,-0.42335,-0.42313,-0.38731,-0.38726,-0.36336,1.08253,-0.68163,-1.06636,-1.07285,-1.07293,-1.07766,-1.07753,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,3.853984442
496,mn_3_water_water_water_water_water_chloride,mn,3,3,-0.67445,-0.66451,-0.64577,-0.60196,-0.49488,1.14633,-0.87845,-0.87878,-0.87853,-0.90371,-0.90311,-0.12954,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-30.94291343
150,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_water,fe,2,3,-0.74636,-0.73924,-0.68654,-0.66032,-0.63751,0.67279,-0.90806,0.51993,0.5199,0.51441,0.51434,0.5182,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,25.1537007
498,mn_3_water_water_water_water_water_fluoride,mn,3,3,-0.71549,-0.65431,-0.65095,-0.61095,-0.48078,1.34431,-0.31737,-0.88432,-0.90595,-0.90527,-0.88988,-0.88888,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.45477315
26,cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,cr,2,3,-0.47974,-0.4589,-0.45698,-0.412,-0.28967,0.8476,-0.43119,-0.43213,-0.42589,-0.42914,-0.88411,-0.4493,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-30.80604095
333,mn_2_carbonyl_carbonyl_carbonyl_carbonyl_cyanide_cyanide,mn,2,4,-0.35911,-0.35354,-0.32646,-0.29129,-0.24595,0.77114,-0.21735,-0.21735,0.53134,0.53134,0.53134,0.53134,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,35.2693125
392,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride_chloride,mn,3,3,-0.44493,-0.44383,-0.4285,-0.36871,-0.24968,0.81258,-0.41033,-0.4104,-0.41208,-0.41213,-0.28504,-0.28582,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-31.50776028
112,cr_2_water_water_water_water_water_misc,cr,2,3,-0.53158,-0.51417,-0.51282,-0.47089,-0.34922,0.93007,-0.87276,-0.87111,-0.88333,0.26195,-0.91759,-0.91767,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-26.33357638
299,mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,mn,2,4,-0.5087,-0.50856,-0.50833,-0.46286,-0.44809,1.1679,-0.478,-1.07231,-0.48561,-0.48478,-0.48404,-0.48337,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,2.018988325
288,fe_3_water_water_water_water_fluoride_fluoride,fe,3,4,-0.51685,-0.48331,-0.47725,-0.47721,-0.41776,1.39612,-0.5098,-0.51062,-0.88038,-0.8805,-0.88111,-0.88141,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-13.79964771
367,mn_2_phosphine_phosphine_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,mn,2,4,-0.62465,-0.6129,-0.61035,-0.60949,-0.51434,0.74882,-0.24569,-0.24926,-0.25072,-0.06131,-0.06003,-0.25627,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-3.593159911
27,cr_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,cr,2,3,-0.47458,-0.45893,-0.4482,-0.4045,-0.28229,0.85786,-1.00438,-1.00435,-0.45782,-0.45779,-0.46919,-0.46925,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-33.01689673
351,mn_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_water_water,mn,2,4,-0.62342,-0.61437,-0.60866,-0.59772,-0.59445,1.00796,-0.92925,-0.93188,-0.26162,-0.26173,-0.2748,-0.27457,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-4.998907813
354,mn_2_misc_misc_misc_misc_ammonia_ammonia,mn,2,4,-0.52085,-0.52016,-0.52002,-0.45305,-0.44428,0.86818,-1.06532,-1.06511,0.23244,0.23095,0.23315,0.23184,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,23.01035872
110,cr_2_water_water_water_water_water_carbonyl,cr,2,3,-0.56377,-0.54908,-0.54052,-0.50615,-0.38311,1.05891,-0.88568,-0.88748,-0.89733,-0.89965,-0.92686,0.53461,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-26.4606597
458,mn_3_misc_misc_acetonitrile_acetonitrile_acetonitrile_acetonitrile,mn,3,3,-0.69584,-0.69188,-0.69178,-0.63364,-0.52158,0.79445,-0.45147,-0.45146,0.38007,0.37999,-0.4964,-0.49603,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.19079224
204,fe_2_water_water_water_water_water_ammonia,fe,2,3,-0.61128,-0.60629,-0.56785,-0.56058,-0.54907,1.22655,-0.92353,-0.92193,-0.92501,-0.92123,-1.09372,-0.9216,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-3.993555216
230,fe_3_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,fe,3,4,-0.93506,-0.9332,-0.8342,-0.78337,-0.76062,1.30194,-1.05114,-1.05513,-1.05286,-1.06359,-1.0605,0.4766,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,7.274786181
190,fe_2_phosphine_phosphine_phosphine_phosphine_cyanide_cyanide,fe,2,3,-0.30738,-0.30058,-0.25526,-0.2542,-0.1966,0.52658,-0.15318,-0.15943,0.04647,0.04774,0.04527,0.04628,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,34.47346667
357,mn_2_misc_misc_misc_misc_cyanide_cyanide,mn,2,4,-0.26057,-0.25212,-0.21565,-0.20224,-0.14156,0.65935,-0.14892,-0.14901,0.33149,0.33249,0.33106,0.33231,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,32.50513723
205,fe_2_water_water_water_water_water_carbonyl,fe,2,3,-0.67923,-0.62521,-0.59884,-0.59563,-0.57848,1.16506,-0.92216,-0.92177,-0.92422,-0.92322,-0.92278,0.4734,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-1.247257701
170,fe_2_misc_misc_misc_misc_acetonitrile_acetonitrile,fe,2,3,-0.54438,-0.54416,-0.50601,-0.49305,-0.44283,0.72046,0.27788,0.27798,-0.45686,-0.45676,0.27639,0.27636,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,22.78565994
412,mn_3_ammonia_ammonia_ammonia_ammonia_carbonyl_carbonyl,mn,3,3,-0.88928,-0.88026,-0.88025,-0.78567,-0.66145,1.10807,-1.01962,-1.01969,-1.01921,-1.01923,0.46697,0.46668,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-36.6467346
374,mn_2_water_water_water_water_chloride_chloride,mn,2,4,-0.2893,-0.28807,-0.27415,-0.2274,-0.19347,0.99531,-0.90398,-0.90397,-0.90237,-0.90235,-0.64704,-0.64705,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-12.42805518
56,cr_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,cr,2,3,-0.57477,-0.57473,-0.56034,-0.5116,-0.39385,0.13607,0.33344,0.33344,0.57751,0.57744,0.5773,0.5773,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-29.9074027
148,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,fe,2,3,-0.7139,-0.71389,-0.66187,-0.61707,-0.61569,0.50668,0.22078,0.53321,0.53315,0.533,0.53294,0.52157,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,41.65657991
87,cr_2_misc_misc_misc_misc_water_water,cr,2,3,-0.49341,-0.4733,-0.46894,-0.42756,-0.28954,0.33576,0.35902,0.35882,0.3472,0.3472,-0.88329,-0.88361,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-23.94176554
90,cr_2_phosphine_phosphine_phosphine_phosphine_chloride_chloride,cr,2,3,-0.21508,-0.1941,-0.1863,-0.17357,-0.0603,0.30143,-0.4717,-0.47939,0.10838,0.10804,0.02372,0.02206,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-30.39433164
97,cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_misc,cr,2,3,-0.53141,-0.51482,-0.50905,-0.44838,-0.35545,0.21875,0.31629,0.08301,0.07103,0.07162,-0.04848,-0.05003,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-28.67175394
58,cr_2_carbonyl_carbonyl_water_water_water_water,cr,2,3,-0.58424,-0.57366,-0.56695,-0.52711,-0.40654,0.89517,-0.87902,-0.88322,-0.88118,0.55864,-0.92363,0.53967,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-24.58518291
116,fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl,fe,2,3,-0.55827,-0.55752,-0.522,-0.51053,-0.50317,0.99308,-0.48268,-0.48279,-0.46801,-0.48031,-0.47948,0.53506,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,14.34851188
495,mn_3_water_water_water_water_water_carbonyl,mn,3,3,-0.91245,-0.85754,-0.85667,-0.8134,-0.71639,1.31363,-0.83157,-0.83028,-0.87638,-0.87636,-0.90735,0.47717,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-30.40983741
69,cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_cyanide,cr,2,3,-0.38859,-0.3809,-0.3799,-0.33643,-0.23061,0.40325,-0.08551,-0.18145,-0.19073,-0.19822,-0.25225,-0.25455,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-26.64856757
335,mn_2_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,mn,2,4,-0.64205,-0.64205,-0.63731,-0.58574,-0.54515,0.71387,0.19377,0.19375,0.51123,0.5112,0.51119,0.51116,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,22.72784744
305,mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_carbonyl_carbonyl,mn,2,4,-0.55548,-0.55548,-0.54811,-0.52078,-0.49572,1.0438,-0.51243,-0.51241,-0.51246,-0.51243,0.519,0.51901,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,13.73866001
323,mn_2_ammonia_ammonia_ammonia_ammonia_phosphine_phosphine,mn,2,4,-0.60325,-0.57546,-0.5754,-0.57009,-0.49099,1.0988,-1.09105,-1.09073,-1.09118,-1.09112,0.41143,0.41162,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,4.171554703
399,mn_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,mn,3,3,-0.79775,-0.79442,-0.78115,-0.67835,-0.58976,1.16852,-0.54566,-0.97661,-0.97516,-1.00395,-0.5746,-1.06419,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-39.77653485
489,mn_3_water_water_water_water_chloride_chloride,mn,3,3,-0.48379,-0.42557,-0.42466,-0.42451,-0.31638,0.93884,-0.86305,-0.86287,-0.86513,-0.86486,-0.31876,-0.31997,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-32.09027782
213,fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride,fe,3,4,-0.57836,-0.57815,-0.56233,-0.51545,-0.50761,1.07822,-0.46873,-0.46853,-0.46885,-0.46869,-0.46583,-0.15966,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,9.003563681
465,mn_3_misc_misc_misc_misc_hydrogensulfide_hydrogensulfide,mn,3,3,-0.71912,-0.71561,-0.70737,-0.61708,-0.53386,0.37692,0.33173,0.33572,0.33144,0.33504,-0.15274,-0.15347,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.19813411
451,mn_3_cyanide_cyanide_cyanide_cyanide_cyanide_cyanide,mn,3,3,0.10213,0.10221,0.107,0.20809,0.29156,0.34955,0.13227,0.13227,0.02781,0.02781,0.02738,0.02738,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.55781029
281,fe_3_misc_misc_water_water_water_water,fe,3,4,-0.80947,-0.7933,-0.79281,-0.77547,-0.74893,1.24963,-0.88008,-0.89085,-0.8822,-0.88516,0.21712,0.20974,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-1.32371352
308,mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,mn,2,4,-0.53418,-0.53402,-0.528,-0.47809,-0.45951,1.03735,-0.49523,-0.49507,-0.4959,-0.49587,-0.0323,-0.03219,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,3.389683518
398,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,mn,3,3,-0.72561,-0.72156,-0.71637,-0.69085,-0.56587,1.15683,-0.46334,-0.46346,-0.48319,-0.48326,-0.88478,-0.8848,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-31.02357357
372,mn_2_water_water_water_water_ammonia_ammonia,mn,2,4,-0.58334,-0.57675,-0.56854,-0.54369,-0.51248,1.30125,-0.93139,-1.10502,-1.10422,-0.92936,-0.93038,-0.93731,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-12.8781681
492,mn_3_water_water_water_water_phosphine_phosphine,mn,3,3,-0.82936,-0.82244,-0.81579,-0.7736,-0.73825,1.14697,-0.91151,-0.91264,-0.92864,-0.92911,0.55408,0.55485,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-32.43172483
225,fe_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,fe,3,4,-0.81728,-0.80857,-0.74452,-0.72074,-0.70883,1.33189,-0.56833,-0.5676,-1.03869,-1.03709,-1.0392,-1.03995,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,6.223512403
89,cr_2_phosphine_phosphine_phosphine_phosphine_carbonyl_carbonyl,cr,2,3,-0.56189,-0.54257,-0.54254,-0.4974,-0.39166,0.23722,0.06088,0.06039,0.06065,0.0606,0.4982,0.49757,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-21.75175564
384,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_chloride,mn,3,3,-0.56892,-0.56408,-0.55969,-0.5041,-0.39784,0.92927,-0.42962,-0.4516,-0.45138,-0.45857,-0.45855,-0.11972,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-31.78420354
