,#name_w_spin,metal,Ox,spin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,SSE
322,mn_2_ammonia_ammonia_ammonia_ammonia_misc_misc,mn,2,4,-0.53524,-0.53516,-0.53404,-0.46835,-0.46029,1.04385,-1.07684,-1.07682,-1.07686,-1.07683,0.19876,0.19879,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,8.258106901
467,mn_3_misc_misc_misc_misc_misc_ammonia,mn,3,3,-0.70203,-0.702,-0.61328,-0.52149,-0.41276,0.41323,0.35724,0.35749,0.35833,0.35793,0.26396,-1.02641,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-34.57325958
366,mn_2_misc_misc_water_water_water_water,mn,2,4,-0.55838,-0.55768,-0.55439,-0.51145,-0.49798,1.11952,-0.92136,-0.91787,-0.91482,-0.91562,0.19397,0.18902,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-6.028055588
452,mn_3_cyanide_cyanide_cyanide_cyanide_misc_misc,mn,3,3,-0.14765,-0.14542,-0.14541,-0.1005,0.06635,0.30404,0.05308,0.05303,0.05273,0.05277,0.39509,0.39501,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-25.43397177
14,co_3_misc_misc_misc_misc_water_water,co,3,3,-0.71732,-0.70388,-0.67578,-0.42236,-0.40054,0.81825,-0.83923,-0.83936,0.28475,0.28487,0.26679,0.26683,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,10.5986439
444,mn_3_chloride_chloride_chloride_chloride_water_water,mn,3,3,-0.12503,-0.11584,-0.11326,-0.10745,-0.00121,0.77406,-0.41739,-0.47224,-0.47576,-0.88789,-0.53011,-0.88789,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-29.64881211
290,fe_3_water_water_water_water_phosphine_phosphine,fe,3,4,-0.82067,-0.8144,-0.81106,-0.80132,-0.71062,1.29245,-0.91009,-0.91154,-0.91418,-0.91413,0.55964,0.55958,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-8.263352885
120,fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,fe,2,3,-0.55345,-0.55319,-0.50616,-0.48771,-0.4793,1.09229,-0.48612,-0.48447,-1.0586,-1.05852,-0.48518,-0.48464,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,13.30726571
42,cr_2_ammonia_ammonia_ammonia_ammonia_water_water,cr,2,3,-0.52143,-0.50224,-0.4988,-0.46233,-0.3243,0.97384,-1.04437,-1.04435,-1.04532,-1.04527,-0.91995,-0.91997,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-25.40843838
196,fe_2_phosphine_phosphine_phosphine_phosphine_water_water,fe,2,3,-0.63997,-0.63525,-0.61241,-0.58118,-0.49896,0.81482,-0.90669,-0.9067,-0.04063,-0.04057,-0.04706,-0.04712,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-0.540229634
33,cr_2_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,cr,2,3,-0.48883,-0.46614,-0.46608,-0.41827,-0.29396,0.91001,-1.03134,-1.03132,-1.0315,-1.03147,-0.49716,-0.49713,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-24.40682575
468,mn_3_misc_misc_misc_misc_misc_chloride,mn,3,3,-0.57061,-0.56057,-0.49824,-0.4709,-0.36888,0.2987,0.38461,0.37162,0.37161,-0.12127,0.2902,0.29002,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-29.28527674
422,mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl,mn,3,3,-0.97446,-0.94416,-0.94414,-0.85056,-0.77875,0.36028,0.64847,0.64847,0.64673,0.64673,0.5313,0.5313,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-35.32304618
279,fe_3_misc_misc_misc_misc_misc_water,fe,3,4,-0.70362,-0.68016,-0.6596,-0.40764,-0.40304,0.78098,-0.86335,0.28596,0.27644,0.2753,0.26708,0.26645,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,16.03333858
439,mn_3_chloride_chloride_chloride_chloride_cyanide_cyanide,mn,3,3,0.17734,0.18533,0.21084,0.28846,0.47743,0.74958,0.06496,0.06467,-0.65951,-0.65952,-0.65962,-0.65962,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-42.43917274
390,mn_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,mn,3,3,-0.70855,-0.70763,-0.70608,-0.66282,-0.55792,1.11994,-0.93771,-0.93761,-0.52783,-0.52795,-0.52935,-0.52932,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-38.97733184
285,fe_3_water_water_water_water_ammonia_ammonia,fe,3,4,-0.94229,-0.94175,-0.85258,-0.84071,-0.78568,1.49462,-0.89721,-0.89752,-0.90046,-0.90059,-1.05919,-1.05926,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-12.21168973
16,co_3_water_water_water_water_acetonitrile_acetonitrile,co,3,3,-0.7942,-0.79142,-0.77956,-0.75298,-0.4176,1.31723,-0.546,-0.54585,-0.86064,-0.86111,-0.84313,-0.84331,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,8.792080261
158,fe_2_carbonyl_carbonyl_water_water_water_water,fe,2,3,-0.70412,-0.69517,-0.62165,-0.61614,-0.59628,1.06429,-0.9209,-0.92156,-0.9217,-0.91748,0.49155,0.48198,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,8.919226337
243,fe_3_carbonyl_carbonyl_ammonia_ammonia_ammonia_ammonia,fe,3,4,-0.91696,-0.8708,-0.8505,-0.80411,-0.7875,1.22461,-1.05359,-1.05207,-1.05231,-1.05232,0.48919,0.48589,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,7.911106421
66,cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_ammonia,cr,2,3,-0.55842,-0.55617,-0.54649,-0.53748,-0.39123,0.60176,-1.03169,-0.16847,-0.19712,-0.19708,0.43251,0.42869,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-34.63434768
431,mn_3_carbonyl_carbonyl_carbonyl_carbonyl_water_water,mn,3,3,-0.95688,-0.93681,-0.88663,-0.84222,-0.75339,0.80798,-0.84143,-0.84145,0.64067,0.64062,0.5035,0.5034,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-24.27287119
435,mn_3_chloride_chloride_chloride_chloride_carbonyl_carbonyl,mn,3,3,-0.12415,-0.12022,-0.11089,-0.11089,0.00508,0.58787,-0.44058,-0.44058,-0.44058,-0.44058,0.56135,0.56135,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-23.78768046
119,fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,fe,2,3,-0.54846,-0.54598,-0.50578,-0.50157,-0.48678,1.10828,-0.88615,-0.47373,-0.47873,-0.48122,-0.47943,-0.47313,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,8.155634518
446,mn_3_chloride_chloride_water_water_water_water,mn,3,3,-0.51187,-0.50184,-0.49751,-0.4177,-0.31194,0.92676,-0.85291,-0.85294,-0.28992,-0.292,-0.89448,-0.90002,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-30.60354347
65,cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_cyanide_cyanide,cr,2,3,-0.23034,-0.23006,-0.22504,-0.18813,-0.0732,0.30799,-0.07733,-0.07749,-0.18586,-0.18727,-0.19971,-0.20069,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-26.61194609
463,mn_3_misc_misc_misc_misc_cyanide_cyanide,mn,3,3,-0.46339,-0.44608,-0.3975,-0.34848,-0.222,0.23467,0.04371,0.04448,0.37666,0.37662,0.3766,0.37651,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-31.07839284
9,co_3_acetonitrile_acetonitrile_ammonia_ammonia_ammonia_ammonia,co,3,3,-0.81502,-0.7437,-0.73573,-0.72668,-0.71648,1.19641,-0.55088,-0.55231,-1.00308,-1.00776,-1.00915,-0.99905,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,23.67318498
18,co_3_water_water_water_water_carbonyl_carbonyl,co,3,3,-0.93564,-0.89081,-0.88008,-0.87743,-0.85893,1.132,-0.82748,-0.82749,-0.85118,-0.85121,0.53284,0.53281,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,8.699346833
153,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_fluoride_fluoride,fe,2,3,-0.38474,-0.30776,-0.28642,-0.27104,-0.22337,0.76993,-0.57184,-0.57228,0.51974,0.52017,0.52037,0.51978,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,14.1406241
296,fe_3_water_water_water_water_water_fluoride,fe,3,4,-0.70522,-0.69323,-0.68671,-0.66227,-0.63171,1.46786,-0.38844,-0.90156,-0.90334,-0.9008,-0.92137,-0.90045,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-6.496334926
256,fe_3_cyanide_cyanide_cyanide_cyanide_carbonyl_carbonyl,fe,3,4,-0.19159,-0.18761,-0.18761,-0.18651,-0.09625,0.53862,-0.05076,-0.05076,-0.05076,-0.05076,0.63744,0.63744,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,35.98788048
307,mn_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc_misc,mn,2,4,-0.50687,-0.50687,-0.50525,-0.46089,-0.44275,1.00662,-0.46993,-0.46999,-0.46991,-0.46998,0.2548,0.25485,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,8.068937737
272,fe_3_misc_misc_misc_misc_misc_ammonia,fe,3,4,-0.65842,-0.65821,-0.40646,-0.39822,-0.39781,0.74455,0.28209,-1.01066,0.27088,0.27173,0.26997,0.27094,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,26.12199256
133,fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_phosphine,fe,2,3,-0.60187,-0.5989,-0.54342,-0.50914,-0.50181,1.06568,-1.07755,-1.07752,-1.07735,-1.07794,-1.07396,0.41134,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,8.755427401
403,mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_ammonia,mn,3,3,-0.85565,-0.84957,-0.8344,-0.83376,-0.62785,1.20727,-1.01115,-1.01177,-1.01075,-1.01345,-1.08606,-1.08802,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-41.85518055
253,fe_3_carbonyl_carbonyl_carbonyl_carbonyl_water_water,fe,3,4,-0.95217,-0.89359,-0.89317,-0.89259,-0.86943,1.00002,-0.85309,-0.8531,0.54208,0.54206,0.53966,0.5394,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,19.00203819
270,fe_3_misc_misc_misc_misc_fluoride_fluoride,fe,3,4,-0.4621,-0.40339,-0.40338,-0.39044,-0.34352,0.97884,-0.4857,-0.48595,0.3191,0.31905,0.31904,0.31902,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,10.00762988
161,fe_2_chloride_chloride_water_water_water_water,fe,2,3,-0.3115,-0.27379,-0.23452,-0.2232,-0.22007,0.91141,-0.89522,-0.89511,-0.89788,-0.8978,-0.63016,-0.63077,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-1.285661313
286,fe_3_water_water_water_water_carbonyl_carbonyl,fe,3,4,-0.9361,-0.88217,-0.87076,-0.86584,-0.86212,1.30683,-0.86646,-0.86642,-0.89183,-0.89185,0.51941,0.51936,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-2.256701663
377,mn_2_water_water_water_water_phosphine_phosphine,mn,2,4,-0.6262,-0.60041,-0.586,-0.58108,-0.54706,1.16851,-0.92811,-0.92965,-0.92949,-0.93014,0.52171,-0.09247,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-10.98259217
379,mn_2_water_water_water_water_water_misc,mn,2,4,-0.57043,-0.56801,-0.56651,-0.52947,-0.51614,1.23401,-0.92929,-0.92338,-0.9271,-0.92341,-0.92672,0.16649,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-9.373600053
339,mn_2_chloride_chloride_ammonia_ammonia_ammonia_ammonia,mn,2,4,-0.25824,-0.24939,-0.24786,-0.24375,-0.1719,0.99539,-1.07621,-1.08239,-1.06748,-1.06022,-0.667,-0.67396,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-10.54453999
474,mn_3_misc_misc_misc_misc_water_water,mn,3,3,-0.71943,-0.71615,-0.71608,-0.68098,-0.543,0.62521,0.3337,0.33474,0.3342,0.33292,-0.88154,-0.88155,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-29.14674763
1,co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia,co,3,3,-0.70739,-0.70521,-0.70213,-0.69915,-0.69329,1.16126,-0.48246,-0.49585,-0.49487,-0.49498,-0.49347,-0.94946,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,24.20317993
224,fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water_water,fe,3,4,-0.74096,-0.72671,-0.72384,-0.72329,-0.39413,1.37518,-0.86354,-0.86361,-0.53909,-0.53897,-0.52358,-0.5236,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,0.340248472
207,fe_2_water_water_water_water_water_misc,fe,2,3,-0.60036,-0.5995,-0.56365,-0.56254,-0.53363,1.14189,-0.90968,-0.91101,-0.91664,-0.91309,-0.91665,0.1756,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-2.392450901
117,fe_2_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_misc,fe,2,3,-0.53956,-0.53929,-0.4978,-0.49223,-0.46459,0.98304,-0.46144,-0.4614,-0.46129,-0.46132,-0.45678,0.26847,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,13.83381563
421,mn_3_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile,mn,3,3,-0.9056,-0.89125,-0.89124,-0.80212,-0.70928,0.49469,-0.4868,0.64805,0.58135,0.58124,0.58118,0.58111,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-31.44246159
358,mn_2_misc_misc_misc_misc_misc_acetonitrile,mn,2,4,-0.5083,-0.50708,-0.50704,-0.44304,-0.43468,0.7489,-0.46217,0.26124,0.26285,0.26291,0.26306,0.26313,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,21.73817004
370,mn_2_phosphine_phosphine_water_water_water_water,mn,2,4,-0.60167,-0.59662,-0.59098,-0.59018,-0.58466,1.13571,-0.93024,-0.92657,-0.92502,-0.92569,0.523,-0.08175,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-9.885911767
264,fe_3_cyanide_cyanide_water_water_water_water,fe,3,4,-0.54394,-0.50324,-0.50171,-0.45414,-0.42826,1.11171,-0.13649,-0.15021,-0.86135,-0.87176,-0.8817,-0.87899,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-2.237518682
274,fe_3_misc_misc_misc_misc_misc_cyanide,fe,3,4,-0.55321,-0.52867,-0.52865,-0.52415,-0.48416,0.57576,-0.05533,0.31659,0.31654,0.31653,0.31648,0.3015,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,30.13324983
70,cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide,cr,2,3,-0.56443,-0.54903,-0.54769,-0.48947,-0.40644,0.47515,-0.15039,-0.16309,-0.1586,-0.16046,-0.28821,-0.29557,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-30.45452867
128,fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_acetonitrile,fe,2,3,-0.58141,-0.57805,-0.5237,-0.49412,-0.49178,1.10752,-0.51956,-1.07317,-1.0724,-1.07321,-1.07166,-1.0691,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,9.586338493
404,mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_carbonyl,mn,3,3,-0.86856,-0.86178,-0.85645,-0.7447,-0.64376,1.18292,-1.01398,-1.01599,-1.02153,-1.01921,-1.08202,0.4616,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-37.48314268
98,cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_phosphine,cr,2,3,-0.54292,-0.52135,-0.52127,-0.45781,-0.37355,0.23199,0.06864,0.06741,0.06771,0.06668,-0.06346,-0.06349,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-27.12964811
365,mn_2_misc_misc_misc_misc_water_water,mn,2,4,-0.53476,-0.53085,-0.52355,-0.48229,-0.45574,0.9119,-0.89903,-0.89905,0.23495,0.23491,0.22446,0.22441,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-0.178294416
21,co_3_water_water_water_water_water_carbonyl,co,3,3,-0.88443,-0.87374,-0.87306,-0.86725,-0.85502,1.27596,-0.83927,-0.83628,-0.85085,-0.85512,-0.904,0.52394,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,9.376643476
193,fe_2_phosphine_phosphine_phosphine_phosphine_phosphine_chloride,fe,2,3,-0.4731,-0.41515,-0.37267,-0.35565,-0.35198,0.4984,-0.44145,0.00237,0.00056,0.00111,0.00023,-0.00251,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,21.11971501
5,co_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_ammonia_ammonia,co,3,3,-0.72027,-0.71697,-0.7161,-0.71552,-0.69349,1.17331,-0.51358,-0.5142,-0.51258,-0.51298,-0.97214,-0.97104,0.1075471399999514,0.1699937999999292,0.4691007599999466,3.535931779999828,6.848655710000003,22.12405732
409,mn_3_ammonia_ammonia_ammonia_ammonia_ammonia_misc,mn,3,3,-0.83052,-0.81063,-0.81005,-0.68409,-0.60237,1.05429,0.25924,-1.00318,-0.99703,-0.99809,-1.07265,-1.07527,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-46.58265264
313,mn_2_ammonia_ammonia_ammonia_ammonia_ammonia_acetonitrile,mn,2,4,-0.54373,-0.54353,-0.54214,-0.48446,-0.47051,1.19842,-1.08732,-1.08609,-1.08617,-1.08588,-1.08778,-0.52563,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-3.979950799
135,fe_2_ammonia_ammonia_ammonia_ammonia_chloride_chloride,fe,2,3,-0.27128,-0.20771,-0.19506,-0.17238,-0.16614,0.8921,-1.04015,-1.04023,-1.04134,-1.04135,-0.66768,-0.6677,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-17.53928101
433,mn_3_chloride_chloride_ammonia_ammonia_ammonia_ammonia,mn,3,3,-0.48405,-0.45945,-0.3988,-0.37074,-0.27889,0.87469,-1.00341,-1.01268,-0.33977,-0.33886,-1.06212,-1.0637,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-30.24406809
420,mn_3_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile_acetonitrile,mn,3,3,-0.85895,-0.85892,-0.78312,-0.76445,-0.65837,0.64605,-0.49816,-0.49817,0.58805,0.58805,0.588,0.588,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-30.23677643
327,mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_ammonia,mn,2,4,-0.68614,-0.68119,-0.681,-0.6274,-0.60286,0.82522,-1.10819,0.49188,0.49111,0.49142,0.49056,0.49503,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,17.29069292
198,fe_2_water_water_water_water_acetonitrile_acetonitrile,fe,2,3,-0.58115,-0.58102,-0.54331,-0.54315,-0.52138,1.19085,-0.90308,-0.91051,-0.90192,-0.90446,-0.53236,-0.53251,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-2.963403425
413,mn_3_ammonia_ammonia_ammonia_ammonia_chloride_chloride,mn,3,3,-0.49518,-0.47027,-0.39377,-0.37027,-0.27746,0.87155,-1.00786,-1.00784,-0.35379,-0.35386,-1.03734,-1.03732,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-33.2502426
203,fe_2_water_water_water_water_water_acetonitrile,fe,2,3,-0.59771,-0.59702,-0.56073,-0.55607,-0.53878,1.2214,-0.91231,-0.91883,-0.91367,-0.91758,-0.54426,-0.91823,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-1.61081817
67,cr_2_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_hydrogensulfide_carbonyl,cr,2,3,-0.57488,-0.57193,-0.56918,-0.55925,-0.41565,0.35335,0.57423,-0.12634,-0.13295,-0.14468,-0.26694,-0.26252,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-24.74704912
223,fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_phosphine_phosphine,fe,3,4,-0.7148,-0.7081,-0.70805,-0.70108,-0.6325,1.0653,-0.52555,-0.52569,-0.52728,-0.52709,0.09798,0.09696,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,6.886853224
127,fe_2_ammonia_ammonia_ammonia_ammonia_acetonitrile_acetonitrile,fe,2,3,-0.57458,-0.56656,-0.51619,-0.49414,-0.47972,1.0978,-0.50915,-0.509,-1.06591,-1.06589,-1.06619,-1.06613,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,9.640662034
143,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_ammonia,fe,2,3,-0.72774,-0.72678,-0.72409,-0.67692,-0.6365,0.66527,-1.07886,0.52363,0.51232,0.51205,0.51231,0.5125,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,32.57977327
326,mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_acetonitrile,mn,2,4,-0.67529,-0.67529,-0.66989,-0.61018,-0.59795,0.80744,-0.57569,0.50355,0.50352,0.50329,0.50326,0.4948,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,18.2670169
139,fe_2_ammonia_ammonia_ammonia_ammonia_water_water,fe,2,3,-0.60382,-0.59316,-0.54893,-0.5364,-0.50871,1.16128,-1.08416,-1.08415,-1.08413,-1.08407,-0.91464,-0.91464,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,-28.10231371
218,fe_3_acetonitrile_acetonitrile_acetonitrile_acetonitrile_acetonitrile_water,fe,3,4,-0.71088,-0.70851,-0.70774,-0.70644,-0.37779,1.32649,-0.86154,-0.50252,-0.50776,-0.50841,-0.51689,-0.51785,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,9.190887966
378,mn_2_water_water_water_water_water_carbonyl,mn,2,4,-0.60489,-0.59865,-0.59622,-0.56459,-0.55648,1.26579,-0.93364,-0.93703,-0.93395,-0.93676,-0.93681,0.46487,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,-4.452804685
330,mn_2_carbonyl_carbonyl_carbonyl_carbonyl_carbonyl_misc,mn,2,4,-0.67283,-0.67282,-0.67259,-0.61296,-0.59261,0.71314,0.18361,0.50501,0.50502,0.50493,0.50495,0.49444,0.1158027500000571,0.1931937399999697,1.8702169499999852,4.113007390000121,6.5720615800000814,20.0318323
157,fe_2_carbonyl_carbonyl_carbonyl_carbonyl_water_water,fe,2,3,-0.73749,-0.72664,-0.67299,-0.65425,-0.6298,0.84722,-0.91857,-0.91857,0.50397,0.50397,0.50882,0.50882,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,8.748148285
94,cr_2_phosphine_phosphine_phosphine_phosphine_phosphine_chloride,cr,2,3,-0.42964,-0.36757,-0.34436,-0.31643,-0.21682,0.22786,-0.36809,0.08276,0.08011,0.0795,-0.02756,-0.02687,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-27.36709162
255,fe_3_cyanide_cyanide_cyanide_cyanide_ammonia_ammonia,fe,3,4,-0.16939,-0.16436,-0.13305,-0.08059,0.15571,0.78598,-0.06839,-0.06561,-0.0721,-0.06883,-0.99836,-0.99812,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,9.6699291
469,mn_3_misc_misc_misc_misc_misc_fluoride,mn,3,3,-0.56497,-0.54511,-0.54422,-0.47338,-0.36479,0.5703,-0.30964,0.36864,0.32084,0.32029,0.31257,0.3121,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-33.11382193
131,fe_2_ammonia_ammonia_ammonia_ammonia_ammonia_cyanide,fe,2,3,-0.43747,-0.43742,-0.3758,-0.34511,-0.33045,0.97104,-0.24595,-1.0545,-1.0596,-1.06055,-1.06199,-1.0608,0.0914334600001893,0.1440907800001696,0.1694952400000602,2.663996020000013,5.352529350000168,7.776373749
226,fe_3_acetonitrile_acetonitrile_water_water_water_water,fe,3,4,-0.80988,-0.7966,-0.79373,-0.78014,-0.77358,1.45331,-0.56452,-0.56999,-0.88565,-0.88753,-0.88006,-0.88155,0.1389837900001111,0.2318402200000946,2.356429840000146,5.158340339999995,8.187347369999998,-3.508082105
39,cr_2_ammonia_ammonia_ammonia_ammonia_chloride_chloride,cr,2,3,-0.1676,-0.16553,-0.14601,-0.11433,0.00306,0.65442,-1.00062,-1.00066,-0.58728,-0.58754,-1.03896,-1.03906,0.0518667199999072,0.1260516600000301,1.412543039999946,3.087393519999978,5.1110673900000165,-31.13180649
477,mn_3_phosphine_phosphine_phosphine_phosphine_chloride_chloride,mn,3,3,-0.4847,-0.40231,-0.39976,-0.3719,-0.29231,0.42202,-0.29016,-0.29629,0.12228,0.1177,0.02598,0.02407,0.1034264000002167,0.1964461000000028,1.5805422900000394,3.7099794200000815,6.258933770000112,-32.79056015
